Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
setiap pertemuan dikasih materi ga dijelasin pertemuan selanjutnya dikasih latihan soal pdhl muridnya gaada ngerti di chat ngumpul tugas bukan dikasih tau baik baik malah marah marah dsru nyatat materinya bejibun di saya ga efektif daringnya kpn pinternya cba belajar daring,"['setiap', 'pertemuan', 'dikasih', 'materi', 'ga', 'dijelasin', 'pertemuan', 'selanjutnya', 'dikasih', 'latihan', 'soal', 'pdhl', 'muridnya', 'gaada', 'ngerti', 'di', 'chat', 'ngumpul', 'tugas', 'bukan', 'dikasih', 'tau', 'baik', 'baik', 'malah', 'marah', 'marah', 'dsru', 'nyatat', 'materinya', 'bejibun', 'di', 'saya', 'ga', 'efektif', 'daringnya', 'kpn', 'pinternya', 'cba', 'belajar', 'daring']","['setiap', 'pertemuan', 'dikasih', 'materi', 'tidak', 'dijelasin', 'pertemuan', 'selanjutnya', 'dikasih', 'latihan', 'soal', 'padahal', 'muridnya', 'tidak ada uang', 'mengerti', 'di', 'chat', 'berkumpul', 'tugas', 'bukan', 'dikasih', 'tahu', 'baik', 'baik', 'bahkan', 'marah', 'marah', 'dsru', 'nyatat', 'materinya', 'banyak', 'di', 'saya', 'tidak', 'efektif', 'daringnya', 'kapan', 'pinternya', 'cba', 'belajar', 'daring']","['pertemuan', 'dikasih', 'materi', 'dijelasin', 'pertemuan', 'dikasih', 'latihan', 'muridnya', 'tidak ada uang', 'mengerti', 'chat', 'berkumpul', 'tugas', 'dikasih', 'marah', 'marah', 'dsru', 'nyatat', 'materinya', 'efektif', 'daringnya', 'pinternya', 'cba']","['temu', 'kasih', 'materi', 'dijelasin', 'temu', 'kasih', 'latih', 'murid', 'tidak ada uang', 'erti', 'chat', 'kumpul', 'tugas', 'kasih', 'marah', 'marah', 'dsru', 'nyatat', 'materi', 'efektif', 'daringnya', 'pinternya', 'cba']",-1
sekolah gue baru habis pts udah pts biasanya libur bc kelas ujian tapi ini ga libur malah daring sebel bgt daring ini hari libur sama aja kaya ngga kalau gini,"['sekolah', 'gue', 'baru', 'habis', 'pts', 'udah', 'pts', 'biasanya', 'libur', 'bc', 'kelas', 'ujian', 'tapi', 'ini', 'ga', 'libur', 'malah', 'daring', 'sebel', 'bgt', 'daring', 'ini', 'hari', 'libur', 'sama', 'aja', 'kaya', 'ngga', 'kalau', 'gini']","['sekolah', 'saya', 'baru', 'habis', 'penilaian tengah semester', 'sudah', 'penilaian tengah semester', 'biasanya', 'libur', 'bc', 'kelas', 'ujian', 'tapi', 'ini', 'tidak', 'libur', 'bahkan', 'daring', 'sebel', 'sekali', 'daring', 'ini', 'hari', 'libur', 'sama', 'saja', 'kaya', 'tidak', 'kalau', 'begini']","['habis', 'penilaian tengah semester', 'penilaian tengah semester', 'libur', 'bc', 'kelas', 'ujian', 'libur', 'sebel', 'libur', 'kaya']","['habis', 'nilai tengah semester', 'nilai tengah semester', 'libur', 'bc', 'kelas', 'uji', 'libur', 'sebel', 'libur', 'kaya']",-1
lah kalian ada yg make discord buat daring discord kan bukan buat belajar anjir,"['lah', 'kalian', 'ada', 'yg', 'make', 'discord', 'buat', 'daring', 'discord', 'kan', 'bukan', 'buat', 'belajar', 'anjir']","['lah', 'kalian', 'ada', 'yang', 'menggunakan', 'discord', 'buat', 'daring', 'discord', 'kan', 'bukan', 'buat', 'belajar', 'persetan']","['discord', 'discord', 'persetan']","['discord', 'discord', 'persetan']",-1
belajar daring gak ada unas sekolah negeri pake zonasi gak ada ambisi wesan cuma bisa nuruti keadaan sedih bet,"['belajar', 'daring', 'gak', 'ada', 'unas', 'sekolah', 'negeri', 'pake', 'zonasi', 'gak', 'ada', 'ambisi', 'wesan', 'cuma', 'bisa', 'nuruti', 'keadaan', 'sedih', 'bet']","['belajar', 'daring', 'tidak', 'ada', 'unas', 'sekolah', 'negeri', 'pakai', 'zonasi', 'tidak', 'ada', 'ambisi', 'wesan', 'cuma', 'bisa', 'nuruti', 'keadaan', 'sedih', 'sekali']","['unas', 'negeri', 'pakai', 'zonasi', 'ambisi', 'wesan', 'nuruti', 'sedih']","['unas', 'negeri', 'pakai', 'zonasi', 'ambisi', 'wesan', 'nuruti', 'sedih']",-1
bs ga kuliah offline aja utk hari seninampjumat sisanya daring aja gpp,"['bs', 'ga', 'kuliah', 'offline', 'aja', 'utk', 'hari', 'seninampjumat', 'sisanya', 'daring', 'aja', 'gpp']","['bisa', 'tidak', 'kuliah', 'offline', 'saja', 'untuk', 'hari', 'seninampjumat', 'sisanya', 'daring', 'saja', 'tidak apa apa']","['offline', 'seninampjumat', 'sisanya', 'tidak apa apa']","['offline', 'seninampjumat', 'sisa', 'tidak apa apa']",1
asli ngakak sekolah daring motore,"['asli', 'ngakak', 'sekolah', 'daring', 'motore']","['asli', 'tertawa', 'sekolah', 'daring', 'motore']","['asli', 'tertawa', 'motore']","['asli', 'tertawa', 'motore']",1
dalam kuliah daring ini saldi mengulas materi dengan menyajikan pokok bahasan dari bukunya yang berjudul lembaga negara konsep sejarah wewenang dan dinamika konstitusional,"['dalam', 'kuliah', 'daring', 'ini', 'saldi', 'mengulas', 'materi', 'dengan', 'menyajikan', 'pokok', 'bahasan', 'dari', 'bukunya', 'yang', 'berjudul', 'lembaga', 'negara', 'konsep', 'sejarah', 'wewenang', 'dan', 'dinamika', 'konstitusional']","['dalam', 'kuliah', 'daring', 'ini', 'saldi', 'mengulas', 'materi', 'dengan', 'menyajikan', 'pokok', 'bahasan', 'dari', 'bukunya', 'yang', 'berjudul', 'lembaga', 'negara', 'konsep', 'sejarah', 'wewenang', 'dan', 'dinamika', 'konstitusional']","['saldi', 'mengulas', 'materi', 'menyajikan', 'pokok', 'bahasan', 'bukunya', 'berjudul', 'lembaga', 'negara', 'konsep', 'sejarah', 'wewenang', 'dinamika', 'konstitusional']","['saldi', 'ulas', 'materi', 'saji', 'pokok', 'bahas', 'buku', 'judul', 'lembaga', 'negara', 'konsep', 'sejarah', 'wewenang', 'dinamika', 'konstitusional']",1
sumpeh gw pengen ngerasain kuliah di ui tapi bukan versi daring ya oke selesai ini s lagi di fakultas lain kayanya seru sih,"['sumpeh', 'gw', 'pengen', 'ngerasain', 'kuliah', 'di', 'ui', 'tapi', 'bukan', 'versi', 'daring', 'ya', 'oke', 'selesai', 'ini', 's', 'lagi', 'di', 'fakultas', 'lain', 'kayanya', 'seru', 'sih']","['sumpeh', 'saya', 'ingin', 'ngerasain', 'kuliah', 'di', 'ui', 'tapi', 'bukan', 'versi', 'daring', 'iya', 'oke', 'selesai', 'ini', 's', 'lagi', 'di', 'fakultas', 'lain', 'kayaknya', 'seru', 'sih']","['sumpeh', 'ngerasain', 'ui', 'versi', 'oke', 'selesai', 's', 'fakultas', 'kayaknya', 'seru', 'sih']","['sumpeh', 'ngerasain', 'ui', 'versi', 'oke', 'selesai', 's', 'fakultas', 'kayak', 'seru', 'sih']",1
kuliahdaringpresentasionline pernah di posisi penasaran banged tapi di skip gegara telat nanya prespektif temen nilai bisa di dapet besok lusa lagi njirr pen nabok gua tuh lagi kepoo ini boy bukan cari nilai,"['kuliahdaringpresentasionline', 'pernah', 'di', 'posisi', 'penasaran', 'banged', 'tapi', 'di', 'skip', 'gegara', 'telat', 'nanya', 'prespektif', 'temen', 'nilai', 'bisa', 'di', 'dapet', 'besok', 'lusa', 'lagi', 'njirr', 'pen', 'nabok', 'gua', 'tuh', 'lagi', 'kepoo', 'ini', 'boy', 'bukan', 'cari', 'nilai']","['kuliahdaringpresentasionline', 'pernah', 'di', 'posisi', 'penasaran', 'banged', 'tapi', 'di', 'skip', 'gegara', 'terlambat', 'bertanya', 'prespektif', 'teman', 'nilai', 'bisa', 'di', 'dapat', 'besok', 'lusa', 'lagi', 'persetan', 'pen', 'nabok', 'saya', 'itu', 'lagi', 'kepoo', 'ini', 'boy', 'bukan', 'cari', 'nilai']","['kuliahdaringpresentasionline', 'posisi', 'penasaran', 'banged', 'skip', 'gegara', 'terlambat', 'prespektif', 'teman', 'nilai', 'besok', 'lusa', 'persetan', 'pen', 'nabok', 'kepoo', 'boy', 'cari', 'nilai']","['kuliahdaringpresentasionline', 'posisi', 'penasaran', 'banged', 'skip', 'gegara', 'lambat', 'prespektif', 'teman', 'nilai', 'besok', 'lusa', 'persetan', 'pen', 'nabok', 'poo', 'boy', 'cari', 'nilai']",-1
sebagai guru ini yang aku takutin ketika anakanak sekolah daring bakal susah banget ngontrol anak di rumah pr banget emang,"['sebagai', 'guru', 'ini', 'yang', 'aku', 'takutin', 'ketika', 'anakanak', 'sekolah', 'daring', 'bakal', 'susah', 'banget', 'ngontrol', 'anak', 'di', 'rumah', 'pr', 'banget', 'emang']","['sebagai', 'guru', 'ini', 'yang', 'aku', 'takutin', 'ketika', 'anak anak', 'sekolah', 'daring', 'bakal', 'susah', 'sekali', 'ngontrol', 'anak', 'di', 'rumah', 'pr', 'sekali', 'memang']","['guru', 'takutin', 'anak anak', 'susah', 'ngontrol', 'anak', 'rumah', 'pr']","['guru', 'takutin', 'anak anak', 'susah', 'ngontrol', 'anak', 'rumah', 'pr']",-1
nanya banget sebenarnya boleh gak sih dosen itu seenaknya gonta ganti jadwal i mean iya sih kuliah daring waktu dan tempat lebih fleksibel tapi bisa gak ya mikir juga kalo yang punya kegiatan itu bukan cuma pengajar tapi mahasiswa juga,"['nanya', 'banget', 'sebenarnya', 'boleh', 'gak', 'sih', 'dosen', 'itu', 'seenaknya', 'gonta', 'ganti', 'jadwal', 'i', 'mean', 'iya', 'sih', 'kuliah', 'daring', 'waktu', 'dan', 'tempat', 'lebih', 'fleksibel', 'tapi', 'bisa', 'gak', 'ya', 'mikir', 'juga', 'kalo', 'yang', 'punya', 'kegiatan', 'itu', 'bukan', 'cuma', 'pengajar', 'tapi', 'mahasiswa', 'juga']","['bertanya', 'sekali', 'sebenarnya', 'boleh', 'tidak', 'sih', 'dosen', 'itu', 'seenaknya', 'gonta', 'ganti', 'jadwal', 'i', 'mean', 'iya', 'sih', 'kuliah', 'daring', 'waktu', 'dan', 'tempat', 'lebih', 'fleksibel', 'tapi', 'bisa', 'tidak', 'iya', 'berpikir', 'juga', 'kalau', 'yang', 'punya', 'kegiatan', 'itu', 'bukan', 'cuma', 'pengajar', 'tapi', 'mahasiswa', 'juga']","['sih', 'dosen', 'gonta', 'ganti', 'jadwal', 'i', 'mean', 'sih', 'fleksibel', 'berpikir', 'kegiatan', 'pengajar', 'mahasiswa']","['sih', 'dosen', 'gonta', 'ganti', 'jadwal', 'i', 'mean', 'sih', 'fleksibel', 'pikir', 'giat', 'ajar', 'mahasiswa']",1
jujur semenjak daring semangat belajar gw turun drastis materi banyak yg ga faham nilai banyak yg turun apalagi sekarang gw udah kls tiap hari overthinking takut bgt jujur tpi percuma tiap mau belajar itu susah bgt karna gurunya lbih sering ngasih tugas dri pda penjelasan,"['jujur', 'semenjak', 'daring', 'semangat', 'belajar', 'gw', 'turun', 'drastis', 'materi', 'banyak', 'yg', 'ga', 'faham', 'nilai', 'banyak', 'yg', 'turun', 'apalagi', 'sekarang', 'gw', 'udah', 'kls', 'tiap', 'hari', 'overthinking', 'takut', 'bgt', 'jujur', 'tpi', 'percuma', 'tiap', 'mau', 'belajar', 'itu', 'susah', 'bgt', 'karna', 'gurunya', 'lbih', 'sering', 'ngasih', 'tugas', 'dri', 'pda', 'penjelasan']","['jujur', 'semenjak', 'daring', 'semangat', 'belajar', 'saya', 'turun', 'drastis', 'materi', 'banyak', 'yang', 'tidak', 'faham', 'nilai', 'banyak', 'yang', 'turun', 'apalagi', 'sekarang', 'saya', 'sudah', 'kelas', 'tiap', 'hari', 'overthinking', 'takut', 'sekali', 'jujur', 'tapi', 'percuma', 'tiap', 'mau', 'belajar', 'itu', 'susah', 'sekali', 'karena', 'gurunya', 'lebih', 'sering', 'memberikan', 'tugas', 'dari', 'pda', 'penjelasan']","['jujur', 'semenjak', 'semangat', 'turun', 'drastis', 'materi', 'faham', 'nilai', 'turun', 'kelas', 'overthinking', 'takut', 'jujur', 'susah', 'gurunya', 'tugas', 'pda', 'penjelasan']","['jujur', 'semenjak', 'semangat', 'turun', 'drastis', 'materi', 'faham', 'nilai', 'turun', 'kelas', 'overthinking', 'takut', 'jujur', 'susah', 'guru', 'tugas', 'pda', 'jelas']",-1
fak gue telat absen lagi aaaaa dahlah capek sekolah daring,"['fak', 'gue', 'telat', 'absen', 'lagi', 'aaaaa', 'dahlah', 'capek', 'sekolah', 'daring']","['fak', 'saya', 'terlambat', 'absen', 'lagi', 'a', 'dahlah', 'lelah', 'sekolah', 'daring']","['fak', 'terlambat', 'absen', 'a', 'dahlah', 'lelah']","['fak', 'lambat', 'absen', 'a', 'dah', 'lelah']",-1
yess aku udah x skip kelas selama kuliah daring dan akses whatsapp aku matiin stress banget terakhir kmrn sampe nangis sih gara udah kewalahan banget hehe,"['yess', 'aku', 'udah', 'x', 'skip', 'kelas', 'selama', 'kuliah', 'daring', 'dan', 'akses', 'whatsapp', 'aku', 'matiin', 'stress', 'banget', 'terakhir', 'kmrn', 'sampe', 'nangis', 'sih', 'gara', 'udah', 'kewalahan', 'banget', 'hehe']","['iya', 'aku', 'sudah', 'x', 'skip', 'kelas', 'selama', 'kuliah', 'daring', 'dan', 'akses', 'whatsapp', 'aku', 'matiin', 'stres', 'sekali', 'terakhir', 'kemarin', 'sampai', 'menangis', 'sih', 'gara', 'sudah', 'kewalahan', 'sekali', 'tertawa']","['x', 'skip', 'kelas', 'akses', 'whatsapp', 'matiin', 'stres', 'kemarin', 'menangis', 'sih', 'gara', 'kewalahan', 'tertawa']","['x', 'skip', 'kelas', 'akses', 'whatsapp', 'matiin', 'stres', 'kemarin', 'menang', 'sih', 'gara', 'kewalahan', 'tertawa']",1
sama banget ya allah aku juga males keramas bedakan sisiran apalagi mandiiiiiiii sampe sering mikir kalo mandi itu gak perlu mandi cukup sekali trs klo mau otw baru aja mandi wkwk untung sekarang kuliah masih daring jadi mandi nya ttp sore,"['sama', 'banget', 'ya', 'allah', 'aku', 'juga', 'males', 'keramas', 'bedakan', 'sisiran', 'apalagi', 'mandiiiiiiii', 'sampe', 'sering', 'mikir', 'kalo', 'mandi', 'itu', 'gak', 'perlu', 'mandi', 'cukup', 'sekali', 'trs', 'klo', 'mau', 'otw', 'baru', 'aja', 'mandi', 'wkwk', 'untung', 'sekarang', 'kuliah', 'masih', 'daring', 'jadi', 'mandi', 'nya', 'ttp', 'sore']","['sama', 'sekali', 'iya', 'allah', 'aku', 'juga', 'malas', 'keramas', 'bedakan', 'sisiran', 'apalagi', 'mandiiiiiiii', 'sampai', 'sering', 'berpikir', 'kalau', 'mandi', 'itu', 'tidak', 'perlu', 'mandi', 'cukup', 'sekali', 'terus', 'kalau', 'mau', 'sedang di jalan', 'baru', 'saja', 'mandi', 'tertawa', 'untung', 'sekarang', 'kuliah', 'masih', 'daring', 'jadi', 'mandi', 'nya', 'tetap', 'sore']","['allah', 'malas', 'keramas', 'bedakan', 'sisiran', 'mandiiiiiiii', 'berpikir', 'mandi', 'mandi', 'sedang di jalan', 'mandi', 'tertawa', 'untung', 'mandi', 'nya', 'sore']","['allah', 'malas', 'keramas', 'beda', 'sisir', 'mandiiiiiiii', 'pikir', 'mandi', 'mandi', 'sedang di jalan', 'mandi', 'tertawa', 'untung', 'mandi', 'nya', 'sore']",1
menurut aku alasannya masuk akal kok coba digoogling banyak artikel yg beritain pernikahan dini meningkat terlebih bukan hanya itu aja sih meningkat jg kecenderungan pemakaian gadget karena sekolah daring malah ada yg dimasukin ke rjs,"['menurut', 'aku', 'alasannya', 'masuk', 'akal', 'kok', 'coba', 'digoogling', 'banyak', 'artikel', 'yg', 'beritain', 'pernikahan', 'dini', 'meningkat', 'terlebih', 'bukan', 'hanya', 'itu', 'aja', 'sih', 'meningkat', 'jg', 'kecenderungan', 'pemakaian', 'gadget', 'karena', 'sekolah', 'daring', 'malah', 'ada', 'yg', 'dimasukin', 'ke', 'rjs']","['menurut', 'aku', 'alasannya', 'masuk', 'akal', 'kok', 'coba', 'digoogling', 'banyak', 'artikel', 'yang', 'beritain', 'pernikahan', 'dini', 'meningkat', 'terlebih', 'bukan', 'hanya', 'itu', 'saja', 'sih', 'meningkat', 'juga', 'kecenderungan', 'pemakaian', 'gadget', 'karena', 'sekolah', 'daring', 'bahkan', 'ada', 'yang', 'dimasukin', 'ke', 'rjs']","['alasannya', 'masuk', 'akal', 'coba', 'digoogling', 'artikel', 'beritain', 'pernikahan', 'meningkat', 'sih', 'meningkat', 'kecenderungan', 'pemakaian', 'gadget', 'dimasukin', 'rjs']","['alas', 'masuk', 'akal', 'coba', 'digoogling', 'artikel', 'beritain', 'nikah', 'tingkat', 'sih', 'tingkat', 'cenderung', 'pakai', 'gadget', 'dimasukin', 'rjs']",1
sebenernya iya dan ga cuma itu kelamaan daring anak tu jd nyepelein sekolah ohnya adekku yg selalu anggep daring itu libur ngerjain tugas seenaknya main aja yg dipikirin nilai ancur ngga peduli udah dimarahin sm bapak akhirnya mau berubah meski ga banyak,"['sebenernya', 'iya', 'dan', 'ga', 'cuma', 'itu', 'kelamaan', 'daring', 'anak', 'tu', 'jd', 'nyepelein', 'sekolah', 'ohnya', 'adekku', 'yg', 'selalu', 'anggep', 'daring', 'itu', 'libur', 'ngerjain', 'tugas', 'seenaknya', 'main', 'aja', 'yg', 'dipikirin', 'nilai', 'ancur', 'ngga', 'peduli', 'udah', 'dimarahin', 'sm', 'bapak', 'akhirnya', 'mau', 'berubah', 'meski', 'ga', 'banyak']","['sebenernya', 'iya', 'dan', 'tidak', 'cuma', 'itu', 'kelamaan', 'daring', 'anak', 'itu', 'jadi', 'nyepelein', 'sekolah', 'ohnya', 'adekku', 'yang', 'selalu', 'anggep', 'daring', 'itu', 'libur', 'mengerjakan', 'tugas', 'seenaknya', 'main', 'saja', 'yang', 'dipikirin', 'nilai', 'hancur', 'tidak', 'peduli', 'sudah', 'dimarahin', 'sama', 'bapak', 'akhirnya', 'mau', 'berubah', 'meski', 'tidak', 'banyak']","['sebenernya', 'anak', 'nyepelein', 'ohnya', 'adekku', 'anggep', 'libur', 'tugas', 'main', 'dipikirin', 'nilai', 'hancur', 'peduli', 'dimarahin', 'berubah']","['sebenernya', 'anak', 'nyepelein', 'ohnya', 'adekku', 'anggep', 'libur', 'tugas', 'main', 'dipikirin', 'nilai', 'hancur', 'peduli', 'dimarahin', 'ubah']",1
asli males banget gue daring beneran males ya ga juga sihgue sekolah offline juga males tpi ini tuh tugas nya yaallahngasih gapake jeda waktu udh mana dl nya ngebet banget,"['asli', 'males', 'banget', 'gue', 'daring', 'beneran', 'males', 'ya', 'ga', 'juga', 'sihgue', 'sekolah', 'offline', 'juga', 'males', 'tpi', 'ini', 'tuh', 'tugas', 'nya', 'yaallahngasih', 'gapake', 'jeda', 'waktu', 'udh', 'mana', 'dl', 'nya', 'ngebet', 'banget']","['asli', 'malas', 'sekali', 'saya', 'daring', 'beneran', 'malas', 'iya', 'tidak', 'juga', 'sihgue', 'sekolah', 'offline', 'juga', 'malas', 'tapi', 'ini', 'itu', 'tugas', 'nya', 'yaallahngasih', 'tidak menggunakan', 'jeda', 'waktu', 'sudah', 'mana', 'dulu', 'nya', 'ngebet', 'sekali']","['asli', 'malas', 'beneran', 'malas', 'sihgue', 'offline', 'malas', 'tugas', 'nya', 'yaallahngasih', 'tidak menggunakan', 'jeda', 'nya', 'ngebet']","['asli', 'malas', 'beneran', 'malas', 'sihgue', 'offline', 'malas', 'tugas', 'nya', 'yaallahngasih', 'tidak guna', 'jeda', 'nya', 'ngebet']",1
buat yang seneng sekolahin sertifikat atau kendaraan boleh memanfaatkan momentum sekolah daring sertifikat atau kendaraan dijamin aman,"['buat', 'yang', 'seneng', 'sekolahin', 'sertifikat', 'atau', 'kendaraan', 'boleh', 'memanfaatkan', 'momentum', 'sekolah', 'daring', 'sertifikat', 'atau', 'kendaraan', 'dijamin', 'aman']","['buat', 'yang', 'senang', 'sekolahin', 'sertifikat', 'atau', 'kendaraan', 'boleh', 'memanfaatkan', 'momentum', 'sekolah', 'daring', 'sertifikat', 'atau', 'kendaraan', 'dijamin', 'aman']","['senang', 'sekolahin', 'sertifikat', 'kendaraan', 'memanfaatkan', 'momentum', 'sertifikat', 'kendaraan', 'dijamin', 'aman']","['senang', 'sekolahin', 'sertifikat', 'kendara', 'manfaat', 'momentum', 'sertifikat', 'kendara', 'jamin', 'aman']",1
tbh keren bgt org yang bisa manage waktu dengan bijak i mean kek dia sibuk tapi masih bisa nonton seriesanime masih sempet baca manga gue yang tiap hari kerjaannya daring beberes rumah nyapu ngepel masak kalo sempet belajar utbk dan nugas aja masih keteteran banget itu,"['tbh', 'keren', 'bgt', 'org', 'yang', 'bisa', 'manage', 'waktu', 'dengan', 'bijak', 'i', 'mean', 'kek', 'dia', 'sibuk', 'tapi', 'masih', 'bisa', 'nonton', 'seriesanime', 'masih', 'sempet', 'baca', 'manga', 'gue', 'yang', 'tiap', 'hari', 'kerjaannya', 'daring', 'beberes', 'rumah', 'nyapu', 'ngepel', 'masak', 'kalo', 'sempet', 'belajar', 'utbk', 'dan', 'nugas', 'aja', 'masih', 'keteteran', 'banget', 'itu']","['tbh', 'keren', 'sekali', 'orang', 'yang', 'bisa', 'manage', 'waktu', 'dengan', 'bijak', 'i', 'mean', 'seperti', 'dia', 'sibuk', 'tapi', 'masih', 'bisa', 'nonton', 'seriesanime', 'masih', 'sempat', 'baca', 'manga', 'saya', 'yang', 'tiap', 'hari', 'kerjaannya', 'daring', 'beberes', 'rumah', 'nyapu', 'ngepel', 'masak', 'kalau', 'sempat', 'belajar', 'utbk', 'dan', 'mengerjakan tugas', 'saja', 'masih', 'keteteran', 'sekali', 'itu']","['tbh', 'keren', 'orang', 'manage', 'bijak', 'i', 'mean', 'sibuk', 'nonton', 'seriesanime', 'baca', 'manga', 'kerjaannya', 'beberes', 'rumah', 'nyapu', 'ngepel', 'masak', 'utbk', 'mengerjakan tugas', 'keteteran']","['tbh', 'keren', 'orang', 'manage', 'bijak', 'i', 'mean', 'sibuk', 'nonton', 'seriesanime', 'baca', 'manga', 'kerja', 'beberes', 'rumah', 'nyapu', 'ngepel', 'masak', 'utbk', 'kerja tugas', 'keteter']",1
kalian ujian sekolah daring atau luring,"['kalian', 'ujian', 'sekolah', 'daring', 'atau', 'luring']","['kalian', 'ujian', 'sekolah', 'daring', 'atau', 'luring']","['ujian', 'luring']","['uji', 'luring']",-1
kls cm setngh taun trus smstr smpe kls daring kga ada yg paham eh msuk dah kls aja mau kuliah dahlah,"['kls', 'cm', 'setngh', 'taun', 'trus', 'smstr', 'smpe', 'kls', 'daring', 'kga', 'ada', 'yg', 'paham', 'eh', 'msuk', 'dah', 'kls', 'aja', 'mau', 'kuliah', 'dahlah']","['kelas', 'hanya', 'setngh', 'tahun', 'terus', 'smstr', 'sampai', 'kelas', 'daring', 'kga', 'ada', 'yang', 'paham', 'eh', 'masuk', 'deh', 'kelas', 'saja', 'mau', 'kuliah', 'dahlah']","['kelas', 'setngh', 'smstr', 'kelas', 'kga', 'paham', 'eh', 'masuk', 'deh', 'kelas', 'dahlah']","['kelas', 'setngh', 'smstr', 'kelas', 'kga', 'paham', 'eh', 'masuk', 'deh', 'kelas', 'dah']",-1
klu belajar daring gk ada rapor merah om,"['klu', 'belajar', 'daring', 'gk', 'ada', 'rapor', 'merah', 'om']","['klu', 'belajar', 'daring', 'tidak', 'ada', 'rapor', 'merah', 'om']","['klu', 'rapor', 'merah', 'om']","['klu', 'rapor', 'merah', 'om']",-1
semoga tetap belajar daring aamiin,"['semoga', 'tetap', 'belajar', 'daring', 'aamiin']","['semoga', 'tetap', 'belajar', 'daring', 'amin']","['semoga', 'amin']","['moga', 'amin']",1
pengen berhenti kuliah anjir apalagi daring gini capek,"['pengen', 'berhenti', 'kuliah', 'anjir', 'apalagi', 'daring', 'gini', 'capek']","['ingin', 'berhenti', 'kuliah', 'persetan', 'apalagi', 'daring', 'begini', 'lelah']","['berhenti', 'persetan', 'lelah']","['henti', 'persetan', 'lelah']",-1
lama belajar daring ruang kelas rusak,"['lama', 'belajar', 'daring', 'ruang', 'kelas', 'rusak']","['lama', 'belajar', 'daring', 'ruang', 'kelas', 'rusak']","['ruang', 'kelas', 'rusak']","['ruang', 'kelas', 'rusak']",-1
assalamualaikum selamat sore hari senin sudah mulai pelaksanaan ujian sekolah ada wacana us offline tetapi kalau tidak memungkinkan pelaksanaan us tetap daring ibu mohon pergunakan waktu sebaikbaiknya mudah n kalian diberikan kemudahan dalam mengerjakan soal us,"['assalamualaikum', 'selamat', 'sore', 'hari', 'senin', 'sudah', 'mulai', 'pelaksanaan', 'ujian', 'sekolah', 'ada', 'wacana', 'us', 'offline', 'tetapi', 'kalau', 'tidak', 'memungkinkan', 'pelaksanaan', 'us', 'tetap', 'daring', 'ibu', 'mohon', 'pergunakan', 'waktu', 'sebaikbaiknya', 'mudah', 'n', 'kalian', 'diberikan', 'kemudahan', 'dalam', 'mengerjakan', 'soal', 'us']","['assalamualaikum', 'selamat', 'sore', 'hari', 'senin', 'sudah', 'mulai', 'pelaksanaan', 'ujian', 'sekolah', 'ada', 'wacana', 'ujian sekolah', 'offline', 'tetapi', 'kalau', 'tidak', 'memungkinkan', 'pelaksanaan', 'ujian sekolah', 'tetap', 'daring', 'ibu', 'mohon', 'pergunakan', 'waktu', 'sebaikbaiknya', 'mudah', 'dan', 'kalian', 'diberikan', 'kemudahan', 'dalam', 'mengerjakan', 'soal', 'ujian sekolah']","['assalamualaikum', 'selamat', 'sore', 'senin', 'pelaksanaan', 'ujian', 'wacana', 'ujian sekolah', 'offline', 'pelaksanaan', 'ujian sekolah', 'mohon', 'pergunakan', 'sebaikbaiknya', 'mudah', 'kemudahan', 'ujian sekolah']","['assalamualaikum', 'selamat', 'sore', 'senin', 'laksana', 'uji', 'wacana', 'uji sekolah', 'offline', 'laksana', 'uji sekolah', 'mohon', 'guna', 'sebaikbaiknya', 'mudah', 'mudah', 'uji sekolah']",1
gegara pertandingan daring buntutnya jadi panjang gini makanya yang serba daring kurang enak ya belajar daring bekerja daring video darling eh,"['gegara', 'pertandingan', 'daring', 'buntutnya', 'jadi', 'panjang', 'gini', 'makanya', 'yang', 'serba', 'daring', 'kurang', 'enak', 'ya', 'belajar', 'daring', 'bekerja', 'daring', 'video', 'darling', 'eh']","['gegara', 'pertandingan', 'daring', 'buntutnya', 'jadi', 'panjang', 'begini', 'makanya', 'yang', 'serba', 'daring', 'kurang', 'enak', 'iya', 'belajar', 'daring', 'bekerja', 'daring', 'video', 'sayang', 'eh']","['gegara', 'pertandingan', 'buntutnya', 'serba', 'enak', 'video', 'sayang', 'eh']","['gegara', 'tanding', 'buntut', 'serba', 'enak', 'video', 'sayang', 'eh']",1
eh sumpah padahal sekolah daring tu menguntungkan juga,"['eh', 'sumpah', 'padahal', 'sekolah', 'daring', 'tu', 'menguntungkan', 'juga']","['eh', 'sumpah', 'padahal', 'sekolah', 'daring', 'itu', 'menguntungkan', 'juga']","['eh', 'sumpah', 'menguntungkan']","['eh', 'sumpah', 'untung']",1
