Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
babinsa koramil kahu kodim bone serda hamsa mendampingi anak belajar jarak jauh online melalui rumah blajar internet gratis dengan fasilitas wifi yg disediakan dlm rangka membantu siswa dlm proses belajar secara daring online bert di kelpalattae keckahu kabbone,"['babinsa', 'koramil', 'kahu', 'kodim', 'bone', 'serda', 'hamsa', 'mendampingi', 'anak', 'belajar', 'jarak', 'jauh', 'online', 'melalui', 'rumah', 'blajar', 'internet', 'gratis', 'dengan', 'fasilitas', 'wifi', 'yg', 'disediakan', 'dlm', 'rangka', 'membantu', 'siswa', 'dlm', 'proses', 'belajar', 'secara', 'daring', 'online', 'bert', 'di', 'kelpalattae', 'keckahu', 'kabbone']","['babinsa', 'koramil', 'kahu', 'kodim', 'bone', 'serda', 'hamsa', 'mendampingi', 'anak', 'belajar', 'jarak', 'jauh', 'online', 'melalui', 'rumah', 'blajar', 'internet', 'gratis', 'dengan', 'fasilitas', 'wifi', 'yang', 'disediakan', 'dalam', 'rangka', 'membantu', 'siswa', 'dalam', 'proses', 'belajar', 'secara', 'daring', 'online', 'bert', 'di', 'kelpalattae', 'keckahu', 'kabbone']","['babinsa', 'koramil', 'kahu', 'kodim', 'bone', 'serda', 'hamsa', 'mendampingi', 'anak', 'jarak', 'online', 'rumah', 'blajar', 'internet', 'gratis', 'fasilitas', 'wifi', 'disediakan', 'rangka', 'membantu', 'siswa', 'proses', 'online', 'bert', 'kelpalattae', 'keckahu', 'kabbone']","['babinsa', 'koramil', 'kahu', 'kodim', 'bone', 'serda', 'hamsa', 'damping', 'anak', 'jarak', 'online', 'rumah', 'blajar', 'internet', 'gratis', 'fasilitas', 'wifi', 'sedia', 'rangka', 'bantu', 'siswa', 'proses', 'online', 'bert', 'kelpalattae', 'keckahu', 'kabbone']",1
info pesantren sarjana halo temanteman fikom diberitahukan kepada temanteman yang sudah mengambil mata kuliah skripsi bahwa pelaksanaan pesantren calon sarjana dan bimbingan karir gelombang i tahun akademik akan dilakukan secara daring,"['info', 'pesantren', 'sarjana', 'halo', 'temanteman', 'fikom', 'diberitahukan', 'kepada', 'temanteman', 'yang', 'sudah', 'mengambil', 'mata', 'kuliah', 'skripsi', 'bahwa', 'pelaksanaan', 'pesantren', 'calon', 'sarjana', 'dan', 'bimbingan', 'karir', 'gelombang', 'i', 'tahun', 'akademik', 'akan', 'dilakukan', 'secara', 'daring']","['informasi', 'pesantren', 'sarjana', 'halo', 'teman teman', 'fikom', 'diberitahukan', 'kepada', 'teman teman', 'yang', 'sudah', 'mengambil', 'mata', 'kuliah', 'skripsi', 'bahwa', 'pelaksanaan', 'pesantren', 'calon', 'sarjana', 'dan', 'bimbingan', 'karir', 'gelombang', 'i', 'tahun', 'akademik', 'akan', 'dilakukan', 'secara', 'daring']","['informasi', 'pesantren', 'sarjana', 'halo', 'teman teman', 'fikom', 'diberitahukan', 'teman teman', 'mengambil', 'mata', 'skripsi', 'pelaksanaan', 'pesantren', 'calon', 'sarjana', 'bimbingan', 'karir', 'gelombang', 'i', 'akademik']","['informasi', 'pesantren', 'sarjana', 'halo', 'teman teman', 'fikom', 'diberitahukan', 'teman teman', 'ambil', 'mata', 'skripsi', 'laksana', 'pesantren', 'calon', 'sarjana', 'bimbing', 'karir', 'gelombang', 'i', 'akademik']",1
random apa keluhan kelen belajar daring selama setaun ini me ga efisien,"['random', 'apa', 'keluhan', 'kelen', 'belajar', 'daring', 'selama', 'setaun', 'ini', 'me', 'ga', 'efisien']","['random', 'apa', 'keluhan', 'kelen', 'belajar', 'daring', 'selama', 'satu tahun', 'ini', 'me', 'tidak', 'efisien']","['random', 'keluhan', 'kelen', 'satu tahun', 'me', 'efisien']","['random', 'keluh', 'kelen', 'satu tahun', 'me', 'efisien']",-1
sinyal udah kuat banget guys di papua makanya belajar daring jadi makin gampang nih berkat sudah tersebarnya titik wifi corner looh,"['sinyal', 'udah', 'kuat', 'banget', 'guys', 'di', 'papua', 'makanya', 'belajar', 'daring', 'jadi', 'makin', 'gampang', 'nih', 'berkat', 'sudah', 'tersebarnya', 'titik', 'wifi', 'corner', 'looh']","['sinyal', 'sudah', 'kuat', 'sekali', 'teman teman', 'di', 'papua', 'makanya', 'belajar', 'daring', 'jadi', 'makin', 'mudah', 'ini', 'berkat', 'sudah', 'tersebarnya', 'titik', 'wifi', 'corner', 'looh']","['sinyal', 'kuat', 'teman teman', 'papua', 'mudah', 'berkat', 'tersebarnya', 'titik', 'wifi', 'corner', 'looh']","['sinyal', 'kuat', 'teman teman', 'papua', 'mudah', 'berkat', 'sebar', 'titik', 'wifi', 'corner', 'looh']",1
udah tatap muka tapi aku milih daring nder masih takut ketemu orang sama udah terlanjur nyaman belajar sendiri sambil denger musik kalo di kelas kan ga bisa setel musik,"['udah', 'tatap', 'muka', 'tapi', 'aku', 'milih', 'daring', 'nder', 'masih', 'takut', 'ketemu', 'orang', 'sama', 'udah', 'terlanjur', 'nyaman', 'belajar', 'sendiri', 'sambil', 'denger', 'musik', 'kalo', 'di', 'kelas', 'kan', 'ga', 'bisa', 'setel', 'musik']","['sudah', 'tatap', 'muka', 'tapi', 'aku', 'milih', 'daring', 'pengirim', 'masih', 'takut', 'ketemu', 'orang', 'sama', 'sudah', 'terlanjur', 'nyaman', 'belajar', 'sendiri', 'sambil', 'dengar', 'musik', 'kalau', 'di', 'kelas', 'kan', 'tidak', 'bisa', 'setel', 'musik']","['tatap', 'muka', 'milih', 'pengirim', 'takut', 'ketemu', 'orang', 'terlanjur', 'nyaman', 'dengar', 'musik', 'kelas', 'setel', 'musik']","['tatap', 'muka', 'milih', 'kirim', 'takut', 'ketemu', 'orang', 'lanjur', 'nyaman', 'dengar', 'musik', 'kelas', 'setel', 'musik']",1
nyaman bgt adek gue habis daring langsung tidur gue malah harus belajarnyari kisi kisi lagi buat ujian besok,"['nyaman', 'bgt', 'adek', 'gue', 'habis', 'daring', 'langsung', 'tidur', 'gue', 'malah', 'harus', 'belajarnyari', 'kisi', 'kisi', 'lagi', 'buat', 'ujian', 'besok']","['nyaman', 'sekali', 'adek', 'saya', 'habis', 'daring', 'langsung', 'tidur', 'saya', 'bahkan', 'harus', 'belajarnyari', 'kisi', 'kisi', 'lagi', 'buat', 'ujian', 'besok']","['nyaman', 'adek', 'habis', 'langsung', 'tidur', 'belajarnyari', 'kisi', 'kisi', 'ujian', 'besok']","['nyaman', 'adek', 'habis', 'langsung', 'tidur', 'belajarnyari', 'kisi', 'kisi', 'uji', 'besok']",1
di mana saat pandemi covid dengan memanfaatkan teknologi digital proses belajar mengajar tetap bisa dilaksanakan walau secara daringonline begitupun dengan bsi yang terus berinovasi dalam memberikan kemudahan akses proses belajar mengajar di ubsi,"['di', 'mana', 'saat', 'pandemi', 'covid', 'dengan', 'memanfaatkan', 'teknologi', 'digital', 'proses', 'belajar', 'mengajar', 'tetap', 'bisa', 'dilaksanakan', 'walau', 'secara', 'daringonline', 'begitupun', 'dengan', 'bsi', 'yang', 'terus', 'berinovasi', 'dalam', 'memberikan', 'kemudahan', 'akses', 'proses', 'belajar', 'mengajar', 'di', 'ubsi']","['di', 'mana', 'saat', 'pandemi', 'covid', 'dengan', 'memanfaatkan', 'teknologi', 'digital', 'proses', 'belajar', 'mengajar', 'tetap', 'bisa', 'dilaksanakan', 'walau', 'secara', 'daring online', 'begitupun', 'dengan', 'bsi', 'yang', 'terus', 'berinovasi', 'dalam', 'memberikan', 'kemudahan', 'akses', 'proses', 'belajar', 'mengajar', 'di', 'ubsi']","['pandemi', 'covid', 'memanfaatkan', 'teknologi', 'digital', 'proses', 'mengajar', 'dilaksanakan', 'daring online', 'bsi', 'berinovasi', 'kemudahan', 'akses', 'proses', 'mengajar', 'ubsi']","['pandemi', 'covid', 'manfaat', 'teknologi', 'digital', 'proses', 'ajar', 'laksana', 'daring online', 'bsi', 'inovasi', 'mudah', 'akses', 'proses', 'ajar', 'ubsi']",1
ayoo dong sekolah offline lagi pusing ibu ku marah tiap si dede susah daring,"['ayoo', 'dong', 'sekolah', 'offline', 'lagi', 'pusing', 'ibu', 'ku', 'marah', 'tiap', 'si', 'dede', 'susah', 'daring']","['ayoo', 'dong', 'sekolah', 'offline', 'lagi', 'pusing', 'ibu', 'ku', 'marah', 'tiap', 'si', 'dede', 'susah', 'daring']","['ayoo', 'offline', 'pusing', 'ku', 'marah', 'si', 'dede', 'susah']","['ayoo', 'offline', 'pusing', 'ku', 'marah', 'si', 'dede', 'susah']",-1
ggukie minggu depan udah puasa loh hihi ga kerasa ya udh setahun kuliah daring stress i vote for at the,"['ggukie', 'minggu', 'depan', 'udah', 'puasa', 'loh', 'hihi', 'ga', 'kerasa', 'ya', 'udh', 'setahun', 'kuliah', 'daring', 'stress', 'i', 'vote', 'for', 'at', 'the']","['ggukie', 'minggu', 'depan', 'sudah', 'puasa', 'loh', 'hihi', 'tidak', 'kerasa', 'iya', 'sudah', 'setahun', 'kuliah', 'daring', 'stres', 'i', 'pilih', 'untuk', 'at', 'the']","['ggukie', 'minggu', 'puasa', 'loh', 'hihi', 'kerasa', 'setahun', 'stres', 'i', 'pilih', 'at', 'the']","['ggukie', 'minggu', 'puasa', 'loh', 'hihi', 'rasa', 'tahun', 'stres', 'i', 'pilih', 'at', 'the']",-1
maka dari situlah muncul pojok daring sahabat lestari untuk membantu anak anak di sekitar kantor yayasan dharma bakti lestari agar tetap bisa melakukan belajar daring meskipun terkendala koneksi internet,"['maka', 'dari', 'situlah', 'muncul', 'pojok', 'daring', 'sahabat', 'lestari', 'untuk', 'membantu', 'anak', 'anak', 'di', 'sekitar', 'kantor', 'yayasan', 'dharma', 'bakti', 'lestari', 'agar', 'tetap', 'bisa', 'melakukan', 'belajar', 'daring', 'meskipun', 'terkendala', 'koneksi', 'internet']","['maka', 'dari', 'situlah', 'muncul', 'pojok', 'daring', 'sahabat', 'lestari', 'untuk', 'membantu', 'anak', 'anak', 'di', 'sekitar', 'kantor', 'yayasan', 'dharma', 'bakti', 'lestari', 'agar', 'tetap', 'bisa', 'melakukan', 'belajar', 'daring', 'meskipun', 'terkendala', 'koneksi', 'internet']","['situlah', 'muncul', 'pojok', 'sahabat', 'lestari', 'membantu', 'anak', 'anak', 'kantor', 'yayasan', 'dharma', 'bakti', 'lestari', 'terkendala', 'koneksi', 'internet']","['situ', 'muncul', 'pojok', 'sahabat', 'lestari', 'bantu', 'anak', 'anak', 'kantor', 'yayasan', 'dharma', 'bakti', 'lestari', 'kendala', 'koneksi', 'internet']",1
bntar lagi lulus dah setahun lebih jg sekolah daring bakalan kangen suasana kelas ntar pas kuliah uda sibuk banget ngurus skripsian,"['bntar', 'lagi', 'lulus', 'dah', 'setahun', 'lebih', 'jg', 'sekolah', 'daring', 'bakalan', 'kangen', 'suasana', 'kelas', 'ntar', 'pas', 'kuliah', 'uda', 'sibuk', 'banget', 'ngurus', 'skripsian']","['bntar', 'lagi', 'lulus', 'deh', 'setahun', 'lebih', 'juga', 'sekolah', 'daring', 'akan', 'kangen', 'suasana', 'kelas', 'sebentar', 'pas', 'kuliah', 'sudah', 'sibuk', 'sekali', 'mengurus', 'skripsian']","['bntar', 'lulus', 'deh', 'setahun', 'kangen', 'suasana', 'kelas', 'sebentar', 'pas', 'sibuk', 'mengurus', 'skripsian']","['bntar', 'lulus', 'deh', 'tahun', 'kangen', 'suasana', 'kelas', 'sebentar', 'pas', 'sibuk', 'urus', 'skripsi']",1
lagi daring gini kalian pada ngerti kimia ga sih gue berasa paling bego tau bawaannya pengen nangis kalo belajar kimia,"['lagi', 'daring', 'gini', 'kalian', 'pada', 'ngerti', 'kimia', 'ga', 'sih', 'gue', 'berasa', 'paling', 'bego', 'tau', 'bawaannya', 'pengen', 'nangis', 'kalo', 'belajar', 'kimia']","['lagi', 'daring', 'begini', 'kalian', 'pada', 'mengerti', 'kimia', 'tidak', 'sih', 'saya', 'berasa', 'paling', 'bodoh', 'tahu', 'bawaannya', 'ingin', 'menangis', 'kalau', 'belajar', 'kimia']","['mengerti', 'kimia', 'sih', 'berasa', 'bodoh', 'bawaannya', 'menangis', 'kimia']","['erti', 'kimia', 'sih', 'asa', 'bodoh', 'bawa', 'menang', 'kimia']",-1
baru minggu belajar daring udah drop,"['baru', 'minggu', 'belajar', 'daring', 'udah', 'drop']","['baru', 'minggu', 'belajar', 'daring', 'sudah', 'drop']","['minggu', 'drop']","['minggu', 'drop']",1
sistem belajar daring gini klo sampe tahun kacau sih berarti akan ada satu angkatan di d pnj yang ga ikut ospek kampus padahal ospek kampus itu syarat wajib untuk bisa sidang ta mana sempet tau klo beberapa tahun belakangan ospeknya udah balik ke rindam lagi,"['sistem', 'belajar', 'daring', 'gini', 'klo', 'sampe', 'tahun', 'kacau', 'sih', 'berarti', 'akan', 'ada', 'satu', 'angkatan', 'di', 'd', 'pnj', 'yang', 'ga', 'ikut', 'ospek', 'kampus', 'padahal', 'ospek', 'kampus', 'itu', 'syarat', 'wajib', 'untuk', 'bisa', 'sidang', 'ta', 'mana', 'sempet', 'tau', 'klo', 'beberapa', 'tahun', 'belakangan', 'ospeknya', 'udah', 'balik', 'ke', 'rindam', 'lagi']","['sistem', 'belajar', 'daring', 'begini', 'kalau', 'sampai', 'tahun', 'kacau', 'sih', 'berarti', 'akan', 'ada', 'satu', 'angkatan', 'di', 'di', 'pnj', 'yang', 'tidak', 'ikut', 'orientasi studi dan pengenalan kampus', 'kampus', 'padahal', 'orientasi studi dan pengenalan kampus', 'kampus', 'itu', 'syarat', 'wajib', 'untuk', 'bisa', 'sidang', 'ta', 'mana', 'sempat', 'tahu', 'kalau', 'beberapa', 'tahun', 'belakangan', 'ospeknya', 'sudah', 'balik', 'ke', 'rindam', 'lagi']","['sistem', 'kacau', 'sih', 'angkatan', 'pnj', 'orientasi studi dan pengenalan kampus', 'kampus', 'orientasi studi dan pengenalan kampus', 'kampus', 'syarat', 'wajib', 'sidang', 'ta', 'ospeknya', 'rindam']","['sistem', 'kacau', 'sih', 'angkat', 'pnj', 'orientasi studi dan kenal kampus', 'kampus', 'orientasi studi dan kenal kampus', 'kampus', 'syarat', 'wajib', 'sidang', 'ta', 'ospeknya', 'rindam']",-1
semalesny gua masih gua kerjain tu tugas walaupun ngumpulin ny telat sehari atau hari malah jd kepikiran kalo g diselesai ingua jg mikir ortu yg biayain sekolah sama bayar wifi buat gua daring hargain guru yg udh buat soal nya dan sll nunggu hasil tugas kamu,"['semalesny', 'gua', 'masih', 'gua', 'kerjain', 'tu', 'tugas', 'walaupun', 'ngumpulin', 'ny', 'telat', 'sehari', 'atau', 'hari', 'malah', 'jd', 'kepikiran', 'kalo', 'g', 'diselesai', 'ingua', 'jg', 'mikir', 'ortu', 'yg', 'biayain', 'sekolah', 'sama', 'bayar', 'wifi', 'buat', 'gua', 'daring', 'hargain', 'guru', 'yg', 'udh', 'buat', 'soal', 'nya', 'dan', 'sll', 'nunggu', 'hasil', 'tugas', 'kamu']","['semalesny', 'saya', 'masih', 'saya', 'kerjain', 'itu', 'tugas', 'walaupun', 'ngumpulin', 'nya', 'terlambat', 'sehari', 'atau', 'hari', 'bahkan', 'jadi', 'terpikirkan', 'kalau', 'tidak', 'diselesai', 'ingua', 'juga', 'berpikir', 'orang tua', 'yang', 'biayain', 'sekolah', 'sama', 'bayar', 'wifi', 'buat', 'saya', 'daring', 'hargain', 'guru', 'yang', 'sudah', 'buat', 'soal', 'nya', 'dan', 'selalu', 'menunggu', 'hasil', 'tugas', 'kamu']","['semalesny', 'kerjain', 'tugas', 'ngumpulin', 'nya', 'terlambat', 'sehari', 'terpikirkan', 'diselesai', 'ingua', 'berpikir', 'orang tua', 'biayain', 'bayar', 'wifi', 'hargain', 'guru', 'nya', 'menunggu', 'hasil', 'tugas']","['semalesny', 'kerjain', 'tugas', 'ngumpulin', 'nya', 'lambat', 'hari', 'pikir', 'selesai', 'ingua', 'pikir', 'orang tua', 'biayain', 'bayar', 'wifi', 'hargain', 'guru', 'nya', 'tunggu', 'hasil', 'tugas']",-1
ortu dg ekonomi ke bawah rata fasilitas belajar daring juga kurang memadai benar ada bantuan kuota tapi kenyataan tidak semua dapat dari mungkin hanya yg mampu memasang jaringan wifi ini kenyataan yg memang benar adanya,"['ortu', 'dg', 'ekonomi', 'ke', 'bawah', 'rata', 'fasilitas', 'belajar', 'daring', 'juga', 'kurang', 'memadai', 'benar', 'ada', 'bantuan', 'kuota', 'tapi', 'kenyataan', 'tidak', 'semua', 'dapat', 'dari', 'mungkin', 'hanya', 'yg', 'mampu', 'memasang', 'jaringan', 'wifi', 'ini', 'kenyataan', 'yg', 'memang', 'benar', 'adanya']","['orang tua', 'dengan', 'ekonomi', 'ke', 'bawah', 'rata', 'fasilitas', 'belajar', 'daring', 'juga', 'kurang', 'memadai', 'benar', 'ada', 'bantuan', 'kuota', 'tapi', 'kenyataan', 'tidak', 'semua', 'dapat', 'dari', 'mungkin', 'hanya', 'yang', 'mampu', 'memasang', 'jaringan', 'wifi', 'ini', 'kenyataan', 'yang', 'memang', 'benar', 'adanya']","['orang tua', 'ekonomi', 'fasilitas', 'memadai', 'bantuan', 'kuota', 'kenyataan', 'memasang', 'jaringan', 'wifi', 'kenyataan']","['orang tua', 'ekonomi', 'fasilitas', 'pada', 'bantu', 'kuota', 'nyata', 'pasang', 'jaring', 'wifi', 'nyata']",1
sekolah tatap muka terancam batal saat ada epaper april,"['sekolah', 'tatap', 'muka', 'terancam', 'batal', 'saat', 'ada', 'epaper', 'april']","['sekolah', 'tatap', 'muka', 'terancam', 'batal', 'saat', 'ada', 'epaper', 'april']","['tatap', 'muka', 'terancam', 'batal', 'epaper', 'april']","['tatap', 'muka', 'ancam', 'batal', 'epaper', 'april']",-1
selama daring agaknya aku rajin belajar akzkanakoak pas kelas masih off tuh suka leha kalo belajar buat ulangan yaudah gitu aja yg penting paham tanpa tau dasarnya padahal kelas kan dasar materinya agak nyesel suka ngeremehin aksmajak,"['selama', 'daring', 'agaknya', 'aku', 'rajin', 'belajar', 'akzkanakoak', 'pas', 'kelas', 'masih', 'off', 'tuh', 'suka', 'leha', 'kalo', 'belajar', 'buat', 'ulangan', 'yaudah', 'gitu', 'aja', 'yg', 'penting', 'paham', 'tanpa', 'tau', 'dasarnya', 'padahal', 'kelas', 'kan', 'dasar', 'materinya', 'agak', 'nyesel', 'suka', 'ngeremehin', 'aksmajak']","['selama', 'daring', 'agaknya', 'aku', 'rajin', 'belajar', 'akzkanakoak', 'pas', 'kelas', 'masih', 'off', 'itu', 'suka', 'leha', 'kalau', 'belajar', 'buat', 'ulangan', 'iya udah', 'begitu', 'saja', 'yang', 'penting', 'paham', 'tanpa', 'tahu', 'dasarnya', 'padahal', 'kelas', 'kan', 'dasar', 'materinya', 'agak', 'nyesel', 'suka', 'ngeremehin', 'aksmajak']","['rajin', 'akzkanakoak', 'pas', 'kelas', 'off', 'suka', 'leha', 'ulangan', 'iya udah', 'paham', 'dasarnya', 'kelas', 'dasar', 'materinya', 'nyesel', 'suka', 'ngeremehin', 'aksmajak']","['rajin', 'akzkanakoak', 'pas', 'kelas', 'off', 'suka', 'leha', 'ulang', 'iya udah', 'paham', 'dasar', 'kelas', 'dasar', 'materi', 'nyesel', 'suka', 'ngeremehin', 'aksmajak']",1
ku daring duluu semangattt belajar nya lt i vote for for,"['ku', 'daring', 'duluu', 'semangattt', 'belajar', 'nya', 'lt', 'i', 'vote', 'for', 'for']","['ku', 'daring', 'duluu', 'semangattt', 'belajar', 'nya', 'lt', 'i', 'pilih', 'untuk', 'untuk']","['ku', 'duluu', 'semangattt', 'nya', 'lt', 'i', 'pilih']","['ku', 'duluu', 'semangattt', 'nya', 'lt', 'i', 'pilih']",1
sumpah ini tugas paling seru selama belajar daring,"['sumpah', 'ini', 'tugas', 'paling', 'seru', 'selama', 'belajar', 'daring']","['sumpah', 'ini', 'tugas', 'paling', 'seru', 'selama', 'belajar', 'daring']","['sumpah', 'tugas', 'seru']","['sumpah', 'tugas', 'seru']",1
done kak nora bismillah cici mau menang ga karena hp yang ini udah tahun ga ganti dan udah lemod parah penyimpanan nya juga udah penuh gabisa buat nyimpen materi pas daring cici susah banget kalo belajar tiap harii bismillah yallah,"['done', 'kak', 'nora', 'bismillah', 'cici', 'mau', 'menang', 'ga', 'karena', 'hp', 'yang', 'ini', 'udah', 'tahun', 'ga', 'ganti', 'dan', 'udah', 'lemod', 'parah', 'penyimpanan', 'nya', 'juga', 'udah', 'penuh', 'gabisa', 'buat', 'nyimpen', 'materi', 'pas', 'daring', 'cici', 'susah', 'banget', 'kalo', 'belajar', 'tiap', 'harii', 'bismillah', 'yallah']","['done', 'kak', 'nora', 'bismillah', 'kakak perempuan', 'mau', 'menang', 'tidak', 'karena', 'hp', 'yang', 'ini', 'sudah', 'tahun', 'tidak', 'ganti', 'dan', 'sudah', 'lemot', 'parah', 'penyimpanan', 'nya', 'juga', 'sudah', 'penuh', 'tidak bisa', 'buat', 'menyimpan', 'materi', 'pas', 'daring', 'kakak perempuan', 'susah', 'sekali', 'kalau', 'belajar', 'tiap', 'hari', 'bismillah', 'iya allah']","['done', 'kak', 'nora', 'bismillah', 'kakak perempuan', 'menang', 'hp', 'ganti', 'lemot', 'parah', 'penyimpanan', 'nya', 'penuh', 'tidak bisa', 'menyimpan', 'materi', 'pas', 'kakak perempuan', 'susah', 'bismillah', 'iya allah']","['done', 'kak', 'nora', 'bismillah', 'kakak perempuan', 'menang', 'hp', 'ganti', 'lot', 'parah', 'simpan', 'nya', 'penuh', 'tidak bisa', 'simpan', 'materi', 'pas', 'kakak perempuan', 'susah', 'bismillah', 'iya allah']",1
ga kerasa sekolah sehari lagi dah itu daring lagi,"['ga', 'kerasa', 'sekolah', 'sehari', 'lagi', 'dah', 'itu', 'daring', 'lagi']","['tidak', 'kerasa', 'sekolah', 'sehari', 'lagi', 'deh', 'itu', 'daring', 'lagi']","['kerasa', 'sehari', 'deh']","['rasa', 'hari', 'deh']",-1
korban sekolah daring,"['korban', 'sekolah', 'daring']","['korban', 'sekolah', 'daring']",['korban'],['korban'],-1
semangat sekali dia ke sekolah meski hanya jumpa ama temannya aja di sekolah hehe sekalian mau setoran hafalan surah dan kumpulin tugas daring sekalian ayah brgkt kerja yak nanti jam ayah jemput bismillah paringi lancar dan pinter anak saya ya robb aamiin,"['semangat', 'sekali', 'dia', 'ke', 'sekolah', 'meski', 'hanya', 'jumpa', 'ama', 'temannya', 'aja', 'di', 'sekolah', 'hehe', 'sekalian', 'mau', 'setoran', 'hafalan', 'surah', 'dan', 'kumpulin', 'tugas', 'daring', 'sekalian', 'ayah', 'brgkt', 'kerja', 'yak', 'nanti', 'jam', 'ayah', 'jemput', 'bismillah', 'paringi', 'lancar', 'dan', 'pinter', 'anak', 'saya', 'ya', 'robb', 'aamiin']","['semangat', 'sekali', 'dia', 'ke', 'sekolah', 'meski', 'hanya', 'jumpa', 'sama', 'temannya', 'saja', 'di', 'sekolah', 'tertawa', 'sekalian', 'mau', 'setoran', 'hafalan', 'surah', 'dan', 'kumpulin', 'tugas', 'daring', 'sekalian', 'ayah', 'berangkat', 'kerja', 'yak', 'nanti', 'jam', 'ayah', 'jemput', 'bismillah', 'paringi', 'lancar', 'dan', 'pinter', 'anak', 'saya', 'iya', 'robb', 'amin']","['semangat', 'jumpa', 'temannya', 'tertawa', 'setoran', 'hafalan', 'surah', 'kumpulin', 'tugas', 'ayah', 'berangkat', 'kerja', 'yak', 'jam', 'ayah', 'jemput', 'bismillah', 'paringi', 'lancar', 'pinter', 'anak', 'robb', 'amin']","['semangat', 'jumpa', 'teman', 'tertawa', 'setor', 'hafal', 'surah', 'kumpulin', 'tugas', 'ayah', 'berangkat', 'kerja', 'yak', 'jam', 'ayah', 'jemput', 'bismillah', 'paring', 'lancar', 'pinter', 'anak', 'robb', 'amin']",1
gue pernah rank berturut turut ya emang bener gue males ngulang belajar karna gue cuma merhatiin pas disekolah tapi serius karna ada yang punya prinsip di sekolah bercanda nanti dirumah dibaca lagi kalo gue nggak bisa mangkanya pas daring ini anjlok seanjloknya,"['gue', 'pernah', 'rank', 'berturut', 'turut', 'ya', 'emang', 'bener', 'gue', 'males', 'ngulang', 'belajar', 'karna', 'gue', 'cuma', 'merhatiin', 'pas', 'disekolah', 'tapi', 'serius', 'karna', 'ada', 'yang', 'punya', 'prinsip', 'di', 'sekolah', 'bercanda', 'nanti', 'dirumah', 'dibaca', 'lagi', 'kalo', 'gue', 'nggak', 'bisa', 'mangkanya', 'pas', 'daring', 'ini', 'anjlok', 'seanjloknya']","['saya', 'pernah', 'rank', 'berturut', 'turut', 'iya', 'memang', 'benar', 'saya', 'malas', 'ngulang', 'belajar', 'karena', 'saya', 'cuma', 'merhatiin', 'pas', 'disekolah', 'tapi', 'serius', 'karena', 'ada', 'yang', 'punya', 'prinsip', 'di', 'sekolah', 'bercanda', 'nanti', 'dirumah', 'dibaca', 'lagi', 'kalau', 'saya', 'tidak', 'bisa', 'mangkanya', 'pas', 'daring', 'ini', 'anjlok', 'seanjloknya']","['rank', 'malas', 'ngulang', 'merhatiin', 'pas', 'disekolah', 'serius', 'prinsip', 'bercanda', 'dirumah', 'dibaca', 'mangkanya', 'pas', 'anjlok', 'seanjloknya']","['rank', 'malas', 'ngulang', 'merhatiin', 'pas', 'seko', 'serius', 'prinsip', 'canda', 'rumah', 'baca', 'mangkanya', 'pas', 'anjlok', 'anjlok']",1
buat yang seneng sekolahin sertifikat atau kendaraan boleh memanfaatkan momentum sekolah daring sertifikat atau kendaraan dijamin aman,"['buat', 'yang', 'seneng', 'sekolahin', 'sertifikat', 'atau', 'kendaraan', 'boleh', 'memanfaatkan', 'momentum', 'sekolah', 'daring', 'sertifikat', 'atau', 'kendaraan', 'dijamin', 'aman']","['buat', 'yang', 'senang', 'sekolahin', 'sertifikat', 'atau', 'kendaraan', 'boleh', 'memanfaatkan', 'momentum', 'sekolah', 'daring', 'sertifikat', 'atau', 'kendaraan', 'dijamin', 'aman']","['senang', 'sekolahin', 'sertifikat', 'kendaraan', 'memanfaatkan', 'momentum', 'sertifikat', 'kendaraan', 'dijamin', 'aman']","['senang', 'sekolahin', 'sertifikat', 'kendara', 'manfaat', 'momentum', 'sertifikat', 'kendara', 'jamin', 'aman']",1
sekolah daring di rumah bikin gwe makin males ketemu sama bales chat temen apalagi respon dari cwo yang deketin kecuali pas butuh doang,"['sekolah', 'daring', 'di', 'rumah', 'bikin', 'gwe', 'makin', 'males', 'ketemu', 'sama', 'bales', 'chat', 'temen', 'apalagi', 'respon', 'dari', 'cwo', 'yang', 'deketin', 'kecuali', 'pas', 'butuh', 'doang']","['sekolah', 'daring', 'di', 'rumah', 'membuat', 'saya', 'makin', 'malas', 'ketemu', 'sama', 'balas', 'chat', 'teman', 'apalagi', 'respon', 'dari', 'cwo', 'yang', 'deketin', 'kecuali', 'pas', 'butuh', 'saja']","['rumah', 'malas', 'ketemu', 'balas', 'chat', 'teman', 'respon', 'cwo', 'deketin', 'kecuali', 'pas', 'butuh']","['rumah', 'malas', 'ketemu', 'balas', 'chat', 'teman', 'respon', 'cwo', 'deketin', 'kecuali', 'pas', 'butuh']",1
